=> #<File:finalfinal.csv>
James Walker,M11,false,1,2,1,32771,2017-02-28 22:24:29 UTC,Judge receives award - Outstanding judicial service and support for youth recognized,0
,M11,false,0,0,0,1873,2017-02-28 22:24:31 UTC,,0
James Walker,M11,true,0,15,15,811,2017-02-28 22:24:32 UTC,PeopleSmart,0
,M11,false,0,0,0,4850,2017-02-28 22:24:37 UTC,,0
James Walker,M11,true,2,10,10,13976,2017-02-28 22:24:52 UTC,Judge accused of faking being hit by politician's car,0
,M11,false,0,0,0,6438,2017-02-28 22:24:59 UTC,,0
James Walker,M11,true,2,12,7,4954,2017-02-28 22:25:05 UTC,Judge gave away his adopted child, and the tragedy that followed,0
,M11,false,0,0,0,3671,2017-02-28 22:25:09 UTC,,0
James Walker,M11,true,2,8,8,4489,2017-02-28 22:25:14 UTC,County judge backs into grocery shopper,0
,M11,false,0,0,0,4423,2017-02-28 22:25:19 UTC,,0
James Walker,M11,true,2,12,7,1109,2017-02-28 22:25:20 UTC,Judge gave away his adopted child, and the tragedy that followed,0
,M12,false,0,0,0,6220,2017-02-28 22:27:28 UTC,,0
Thomas Clark,M12,false,2,48,1,5733,2017-02-28 22:27:34 UTC,Commission reaffirms recommendation to remove Judge Clark,0
,M12,false,0,0,0,6036,2017-02-28 22:27:41 UTC,,0
Thomas Clark,M12,true,1,60,16,879,2017-02-28 22:27:42 UTC,Judge saves witness’ life in county courthouse,0
,M12,false,0,0,0,2213,2017-02-28 22:27:45 UTC,,0
Thomas Clark,M12,true,1,62,4,631,2017-02-28 22:27:46 UTC,Judge Clark to serve food at Daily Bread Soup Kitchen,0
Brian Miller,L11,true,2,78,3,5623,2017-02-28 22:29:08 UTC,Judge calls reporter 'Idiot' and 'Stupid' at press conference,0
,L11,false,0,0,0,3079,2017-02-28 22:29:12 UTC,,0
Brian Miller,L11,false,1,68,8,2385,2017-02-28 22:29:15 UTC,Judge donates to victims of local fire,0
,L11,false,0,0,0,2142,2017-02-28 22:29:17 UTC,,0
Brian Miller,L11,true,2,76,7,1600,2017-02-28 22:29:19 UTC,Miller hit over flight splurge,0
,L12,false,0,0,0,2301,2017-02-28 22:30:54 UTC,,0
Roger Lewis,L12,false,2,118,4,17419,2017-02-28 22:31:12 UTC,Judge Lewis is no dog lover,0
,M21,false,0,0,0,2393,2017-02-28 22:32:06 UTC,,0
Jerry Taylor,M21,true,2,144,6,10898,2017-02-28 22:32:17 UTC,Judge Taylor wishes judge dead of mad cow disease in ’17,0
,M21,false,0,0,0,3648,2017-02-28 22:32:21 UTC,,0
Jerry Taylor,M21,true,2,146,8,1853,2017-02-28 22:32:24 UTC,Talk show ends in water-throwing fist fight between rival judges,0
,M22,false,0,0,0,15163,2017-02-28 22:33:24 UTC,,0
Walter Clark,M22,false,1,190,8,10734,2017-02-28 22:33:36 UTC,Judge Clark to serve food at Daily Bread Soup Kitchen,0
,M22,false,0,0,0,3158,2017-02-28 22:33:39 UTC,,0
Walter Clark,M22,false,1,190,8,1391,2017-02-28 22:33:41 UTC,Judge Clark to serve food at Daily Bread Soup Kitchen,0
,M22,false,0,0,0,5377,2017-02-28 22:33:46 UTC,,0
Walter Clark,M22,true,2,180,15,1070,2017-02-28 22:33:48 UTC,Judge who was suspended after beating daughter returns to the bench,0
,L21,false,0,0,0,7671,2017-02-28 22:34:40 UTC,,0
George Harris,L21,false,1,218,1,8172,2017-02-28 22:34:49 UTC,Judge saves mans life on New Years Eve, despite breaking his leg ,0
,L21,false,0,0,0,1774,2017-02-28 22:34:57 UTC,,0
Larry Miller,L21,false,2,206,15,578,2017-02-28 22:34:58 UTC,Judge calls reporter 'Idiot' and 'Stupid' at press conference,0
,L21,false,0,0,0,4728,2017-02-28 22:35:03 UTC,,0
Larry Miller,L21,true,1,194,2,1167,2017-02-28 22:35:05 UTC,Judge pulls double duty as volunteer firefighter,0
,L22,false,0,0,0,2434,2017-02-28 22:35:41 UTC,,0
Henry Brown,L22,true,1,226,1,8551,2017-02-28 22:35:50 UTC,Judge Brown and Food City honored by Boys & Girls Clubs ,0
,L22,false,0,0,0,2930,2017-02-28 22:36:05 UTC,,0
Keith Lewis,L22,false,1,254,0,5083,2017-02-28 22:36:10 UTC,Judge donates to local homeless,0
,L22,false,0,0,0,2647,2017-02-28 22:36:22 UTC,,0
Keith Lewis,L22,true,2,242,0,1180,2017-02-28 22:36:23 UTC,Judge goes on drunken tirade at baseball game,0
,L12,false,0,0,0,2108,2017-02-28 22:58:11 UTC,,0
Roger Lewis,L12,false,2,114,2,580,2017-02-28 22:58:12 UTC,Judge goes on drunken tirade at baseball game,0
,M31,false,0,0,0,27596,2017-03-01 00:18:00 UTC,,0
Brian Miller,M31,false,1,324,6,5861,2017-03-01 00:18:08 UTC,Judge donates to victims of local fire,0
,M31,false,0,0,0,4596,2017-03-02 00:58:39 UTC,,0
Brian Miller,M31,false,1,324,4,8909,2017-03-02 00:58:49 UTC,Judge donates to victims of local fire,0
,M31,false,0,0,0,3000,2017-03-02 00:58:53 UTC,,0
Brian Miller,M31,false,1,322,13,1003,2017-03-02 00:58:55 UTC,Judge pulls double duty as volunteer firefighter,0
,M31,false,0,0,0,3348,2017-03-02 00:58:59 UTC,,0
Brian Miller,M31,false,1,324,4,1236,2017-03-02 00:59:00 UTC,Judge donates to victims of local fire,0
,M31,false,0,0,0,8237,2017-03-02 00:59:09 UTC,,0
,M31,false,0,0,0,1318,2017-03-02 00:59:17 UTC,,0
Brian Miller,M31,true,2,330,9,1525,2017-03-02 00:59:19 UTC,Judicial candidate tied dog to roof of car,0
,M32,false,0,0,0,1701,2017-03-02 01:00:10 UTC,,0
Roger Lewis,M32,true,1,376,3,9698,2017-03-02 01:00:21 UTC,Judge who saves choking baby accepts offer to be her godfather,0
,M32,false,0,0,0,7471,2017-03-02 01:00:29 UTC,,0
Roger Lewis,M32,false,2,368,10,779,2017-03-02 01:00:30 UTC,Thousands lost during a night out at the casino,0
,L31,false,0,0,0,1454,2017-03-02 01:01:15 UTC,,0
Scott Taylor,L31,true,1,286,3,5998,2017-03-02 01:01:22 UTC,Judge donates $100,000 to nursing school,0
,L31,false,0,0,0,1403,2017-03-02 01:01:24 UTC,,0
Scott Taylor,L31,false,2,278,6,3680,2017-03-02 01:01:28 UTC,Judge falls asleep during Nicholas Sheley murder trial ,0
,L32,false,0,0,0,1737,2017-03-02 01:02:31 UTC,,0
Thomas Clark,L32,false,2,306,2,4867,2017-03-02 01:02:36 UTC,Judge buys gambling addict defense, lets disgraced banker off easy,0
,L32,false,0,0,0,1465,2017-03-02 01:02:38 UTC,,0
,M41,false,0,0,0,1131,2017-03-02 01:04:00 UTC,,0
Larry Miller,M41,false,2,460,3,7665,2017-03-02 01:04:08 UTC,Miller hit over flight splurge,0
,M41,false,0,0,0,2697,2017-03-02 01:04:11 UTC,,0
Larry Miller,M41,true,1,448,8,1580,2017-03-02 01:04:13 UTC,Judge Miller saves colleague’s life with kidney donation,0
,M42,false,0,0,0,2117,2017-03-02 01:04:56 UTC,,0
Keith Lewis,M42,true,2,496,1,7594,2017-03-02 01:05:04 UTC,Thousands lost during a night out at the casino,0
,M42,false,0,0,0,3493,2017-03-02 01:05:07 UTC,,0
Keith Lewis,M42,false,1,508,14,6795,2017-03-02 01:05:16 UTC,Heroin addict thanks judge for saving her life,0
,L41,false,0,0,0,1720,2017-03-02 01:06:07 UTC,,0
,L42,false,0,0,0,1260,2017-03-02 01:07:15 UTC,,0
,M11,false,0,0,0,1414,2017-03-02 01:08:05 UTC,,0
James Walker,M11,true,2,10,1,11483,2017-03-02 01:08:18 UTC,Judge accused of faking being hit by politician's car,0
,M12,false,0,0,0,986,2017-03-02 01:09:09 UTC,,0
,L11,false,0,0,0,1535,2017-03-02 01:09:55 UTC,,0
Robert Harris,L11,true,1,88,2,8834,2017-03-02 01:10:04 UTC,Judge donates used trial exhibit binders to students,0
,L12,false,0,0,0,1370,2017-03-02 01:10:39 UTC,,0
,M21,false,0,0,0,8841,2017-03-02 01:11:30 UTC,,0
Jerry Taylor,M21,false,1,152,3,1129,2017-03-02 01:11:32 UTC,Taylor visits Haiti to perform charity eye surgery,0
,M22,false,0,0,0,7592,2017-03-02 01:12:06 UTC,,0
Walter Clark,M22,false,1,190,1,627,2017-03-02 01:12:07 UTC,Judge Clark to serve food at Daily Bread Soup Kitchen,0
,L21,false,0,0,0,2443,2017-03-02 01:12:44 UTC,,0
Larry Miller,L21,true,1,192,2,10006,2017-03-02 01:12:54 UTC,Judge Miller saves colleague’s life with kidney donation,0
,L21,false,0,0,0,10358,2017-03-02 01:13:05 UTC,,0
Larry Miller,L21,false,2,200,8,514,2017-03-02 01:13:06 UTC,Miller caught in extramarital affair cover-up,0
,L22,false,0,0,0,6328,2017-03-02 01:13:35 UTC,,0
Henry Brown,L22,true,1,230,2,717,2017-03-02 01:13:36 UTC,Judge Brown donates $50K to university for books,0
,M11,false,0,0,0,134460,2017-03-02 19:35:04 UTC,,0
,M11,false,0,0,0,134537,2017-03-02 19:35:04 UTC,,0
James Walker,M11,true,2,10,1,56595,2017-03-02 19:36:01 UTC,Judge accused of faking being hit by politician's car,0
,M11,false,0,0,0,5317,2017-03-02 19:36:07 UTC,,0
,M11,false,0,0,0,5410,2017-03-02 19:36:07 UTC,,0
James Walker,M11,false,1,2,8,196278,2017-03-02 19:39:24 UTC,Judge receives award - Outstanding judicial service and support for youth recognized,0
,M11,false,0,0,0,85138,2017-03-02 19:40:50 UTC,,0
,M11,false,0,0,0,85208,2017-03-02 19:40:50 UTC,,0
,M11,false,0,0,0,1251,2017-03-02 19:42:02 UTC,,0
James Walker,M11,false,1,4,1,4863,2017-03-02 19:42:08 UTC,Judge saves children from burning vehicle on highway,0
,M11,false,0,0,0,10089,2017-03-02 19:42:18 UTC,,0
James Walker,M11,false,1,6,5,7217,2017-03-02 19:42:26 UTC,Judge puts library on the map,0
,M11,false,0,0,0,6103,2017-03-02 19:42:41 UTC,,0
,M12,false,0,0,0,2042,2017-03-02 19:43:07 UTC,,0
Steven Moore,M12,true,2,46,1,14539,2017-03-02 19:43:22 UTC,Instead of helping fallen woman, judge decides to laugh,0
,M12,false,0,0,0,3748,2017-03-02 19:43:32 UTC,,0
Thomas Clark,M12,false,2,54,4,3541,2017-03-02 19:43:36 UTC,Judge fined over crash that injured 17-year-old,0
,M12,false,0,0,0,1505,2017-03-02 19:43:38 UTC,,0
Brian Miller,L11,false,1,66,2,3100,2017-03-02 19:44:05 UTC,Judge pulls double duty as volunteer firefighter,0
,L11,false,0,0,0,1135,2017-03-02 19:44:06 UTC,,0
Brian Miller,L11,true,2,76,7,1631,2017-03-02 19:44:08 UTC,Miller hit over flight splurge,0
,L11,false,0,0,0,310549,2017-03-02 19:49:28 UTC,,0
Robert Harris,L11,true,1,92,12,32456,2017-03-02 19:50:00 UTC,Judge Harris donating $4.5 million per year to charitable foundations,0
,L12,false,0,0,0,7696,2017-03-02 19:50:57 UTC,,0
Roger Lewis,L12,false,2,114,2,546,2017-03-02 19:50:59 UTC,Judge goes on drunken tirade at baseball game,0
,L12,false,0,0,0,6503,2017-03-02 19:51:05 UTC,,0
,M21,false,0,0,0,14050,2017-03-02 19:54:41 UTC,,0
David Walker,M21,false,2,140,3,7753,2017-03-02 19:54:50 UTC,Judge gave away his adopted child, and the tragedy that followed,0
,M22,false,0,0,0,11182,2017-03-02 19:56:12 UTC,,0
,L21,false,0,0,0,2556,2017-03-02 19:56:35 UTC,,0
Larry Miller,L21,true,1,192,1,6494,2017-03-02 19:56:42 UTC,Judge Miller saves colleague’s life with kidney donation,0
,L21,false,0,0,0,1848,2017-03-02 19:56:44 UTC,,0
Larry Miller,L21,false,2,202,9,4854,2017-03-02 19:56:49 UTC,Judicial candidate tied dog to roof of car,0
,L21,false,0,0,0,11655,2017-03-02 19:57:09 UTC,,0
George Harris,L21,false,1,222,9,2866,2017-03-02 19:57:13 UTC,Judge uses mouth-to-mouth to save man's life,0
,L22,false,0,0,0,6704,2017-03-02 19:57:35 UTC,,0
Henry Brown,L22,true,1,224,8,4880,2017-03-02 19:57:40 UTC,Judge saves man choking in street,0
,L22,false,0,0,0,21786,2017-03-02 19:58:10 UTC,,0
Keith Lewis,L22,false,1,248,0,3071,2017-03-02 19:58:13 UTC,Judge who saves choking baby accepts offer to be her godfather,0
,L31,false,0,0,0,3063,2017-03-02 19:58:57 UTC,,0
James Walker,L31,true,2,264,3,7362,2017-03-02 19:59:05 UTC,County judge backs into grocery shopper,0
,L31,false,0,0,0,5207,2017-03-02 19:59:10 UTC,,0
James Walker,L31,false,1,260,4,3987,2017-03-02 19:59:15 UTC,Judge saves children from burning vehicle on highway,0
,L31,false,0,0,0,8452,2017-03-02 19:59:30 UTC,,0
,L32,false,0,0,0,5222,2017-03-02 20:00:04 UTC,,0
Steven Moore,L32,false,1,292,2,2626,2017-03-02 20:00:07 UTC,Judge gives GPS to lost elderly motorist driving to Florida,0
,L32,false,0,0,0,1735,2017-03-02 20:00:09 UTC,,0
Steven Moore,L32,true,2,300,16,5425,2017-03-02 20:00:15 UTC,Judge Moore’s latest sexting scandal,0
,M31,false,0,0,0,7859,2017-03-02 20:00:59 UTC,,0
Brian Miller,M31,false,1,326,4,1718,2017-03-02 20:01:01 UTC,Judge donates PlayStation after boy's console breaks during domestic dispute,0
,M32,false,0,0,0,14298,2017-03-02 20:02:23 UTC,,0
Roger Lewis,M32,true,1,376,3,4171,2017-03-02 20:02:28 UTC,Judge who saves choking baby accepts offer to be her godfather,0
,L41,false,0,0,0,2088,2017-03-02 20:02:53 UTC,,0
David Walker,L41,true,1,388,2,6751,2017-03-02 20:03:00 UTC,Judge saves children from burning vehicle on highway,0
,L41,false,0,0,0,2315,2017-03-02 20:03:02 UTC,,0
David Walker,L41,false,2,394,11,5614,2017-03-02 20:03:08 UTC,Judge accused of faking being hit by politician's car,0
,L41,false,0,0,0,6492,2017-03-02 20:03:21 UTC,,0
,L42,false,0,0,0,2235,2017-03-02 20:03:41 UTC,,0
Ronald Moore,L42,true,1,422,1,8784,2017-03-02 20:03:51 UTC,Judge donates 10 inches of hair for cancer patient wigs,0
,M41,false,0,0,0,2896,2017-03-02 20:04:47 UTC,,0
George Harris,M41,true,2,464,1,7583,2017-03-02 20:04:55 UTC,Judge decides to text in middle of court case,0
,M42,false,0,0,0,13944,2017-03-02 20:05:27 UTC,,0
Henry Brown,M42,true,1,480,2,3458,2017-03-02 20:05:31 UTC,Judge saves man choking in street,0
,M42,false,0,0,0,1613,2017-03-02 20:05:33 UTC,,0
Henry Brown,M42,false,2,494,9,1625,2017-03-02 20:05:35 UTC,Judge provokes ire with ‘Legitimate Rape’ comments,0
,M11,false,0,0,0,17684,2017-03-02 20:12:27 UTC,,0
James Walker,M11,true,2,10,1,17736,2017-03-02 20:12:46 UTC,Judge accused of faking being hit by politician's car,0
,M11,false,0,0,0,8288,2017-03-02 20:12:55 UTC,,0
James Walker,M11,false,0,1,10,3270,2017-03-02 20:12:59 UTC,Whitepages Premium,0
,M11,false,0,0,0,1317,2017-03-02 20:13:01 UTC,,0
James Walker,M11,false,0,5,3,7612,2017-03-02 20:13:09 UTC,SPOKEO,0
,M11,false,0,0,0,13239,2017-03-02 20:13:23 UTC,,0
James Walker,M11,true,2,14,16,12735,2017-03-02 20:13:36 UTC,Judge allegedly drunk, assaults man,0
,M11,false,0,0,0,4693,2017-03-02 20:13:41 UTC,,0
James Walker,M11,true,0,13,14,11494,2017-03-02 20:13:53 UTC,Intelius,0
,M11,false,0,0,0,17906,2017-03-02 20:14:11 UTC,,0
James Walker,M11,true,2,12,13,9108,2017-03-02 20:14:21 UTC,Judge gave away his adopted child, and the tragedy that followed,0
,M11,false,0,0,0,16921,2017-03-02 20:14:38 UTC,,0
James Walker,M11,false,1,0,15,10355,2017-03-02 20:14:49 UTC,Walker donates 60 percent of salary to charity,0
,M11,false,0,0,0,5185,2017-03-02 20:14:55 UTC,,0
James Walker,M11,true,0,11,11,9378,2017-03-02 20:15:05 UTC,PeopleGuide,0
,M11,false,0,0,0,3061,2017-03-02 20:15:08 UTC,,0
James Walker,M11,false,1,2,8,13815,2017-03-02 20:15:22 UTC,Judge receives award - Outstanding judicial service and support for youth recognized,0
,M11,false,0,0,0,2661,2017-03-02 20:15:25 UTC,,0
James Walker,M11,true,0,9,7,7306,2017-03-02 20:15:33 UTC,USSearch,0
,M11,false,0,0,0,12808,2017-03-02 20:15:46 UTC,,0
James Walker,M11,false,0,3,5,8542,2017-03-02 20:15:55 UTC,PeopleFinder,0
,M11,false,0,0,0,24726,2017-03-02 20:16:20 UTC,,0
James Walker,M11,true,0,15,12,2507,2017-03-02 20:16:23 UTC,PeopleSmart,0
,M11,false,0,0,0,35753,2017-03-02 20:16:59 UTC,,0
James Walker,M11,false,0,7,2,7159,2017-03-02 20:17:07 UTC,Zoominfo,0
,M11,false,0,0,0,13697,2017-03-02 20:17:21 UTC,,0
James Walker,M11,false,1,4,4,12036,2017-03-02 20:17:33 UTC,Judge saves children from burning vehicle on highway,0
,M11,false,0,0,0,14183,2017-03-02 20:17:48 UTC,,0
James Walker,M11,false,1,6,9,8591,2017-03-02 20:17:57 UTC,Judge puts library on the map,0
,M11,false,0,0,0,3644,2017-03-02 20:18:01 UTC,,0
James Walker,M11,true,2,8,6,29725,2017-03-02 20:18:31 UTC,County judge backs into grocery shopper,0
,M11,false,0,0,0,3204,2017-03-02 20:18:42 UTC,,0
Scott Taylor,M11,false,2,18,10,15119,2017-03-02 20:18:58 UTC,Talk show ends in water-throwing fist fight between rival judges,0
,M11,false,0,0,0,1256,2017-03-02 20:18:59 UTC,,0
Scott Taylor,M11,false,2,22,2,13722,2017-03-02 20:19:13 UTC,Judge falls asleep during Nicholas Sheley murder trial ,0
,M11,false,0,0,0,1292,2017-03-02 20:19:15 UTC,,0
Scott Taylor,M11,false,2,20,16,7802,2017-03-02 20:19:23 UTC,Judge suspended for 2012 intoxication,0
,M11,false,0,0,0,2323,2017-03-02 20:19:26 UTC,,0
Scott Taylor,M11,false,0,17,8,7193,2017-03-02 20:19:34 UTC,USSearch,0
,M11,false,0,0,0,3151,2017-03-02 20:19:37 UTC,,0
Scott Taylor,M11,true,0,27,6,8533,2017-03-02 20:19:46 UTC,PeopleFinder,0
,M11,false,0,0,0,1508,2017-03-02 20:19:47 UTC,,0
Scott Taylor,M11,false,0,21,1,5156,2017-03-02 20:19:53 UTC,Intelius,0
,M11,false,0,0,0,2194,2017-03-02 20:19:55 UTC,,0
Scott Taylor,M11,false,0,19,3,5391,2017-03-02 20:20:01 UTC,PeopleGuide,0
,M11,false,0,0,0,3801,2017-03-02 20:20:05 UTC,,0
Scott Taylor,M11,true,0,31,11,5631,2017-03-02 20:20:11 UTC,Zoominfo,0
,M11,false,0,0,0,3852,2017-03-02 20:20:15 UTC,,0
Scott Taylor,M11,true,1,24,9,11569,2017-03-02 20:20:28 UTC,Taylor visits Haiti to perform charity eye surgery,0
,M11,false,0,0,0,1572,2017-03-02 20:20:29 UTC,,0
Scott Taylor,M11,false,2,16,15,17220,2017-03-02 20:20:47 UTC,Judge Taylor wishes judge dead of mad cow disease in ’17,0
,M11,false,0,0,0,1548,2017-03-02 20:20:49 UTC,,0
Scott Taylor,M11,true,1,28,13,12159,2017-03-02 20:21:01 UTC,Bystander, judge save 2 dogs from burning car ,0
,M11,false,0,0,0,4066,2017-03-02 20:21:05 UTC,,0
Scott Taylor,M11,true,1,26,5,13921,2017-03-02 20:21:19 UTC,Judge given award for ‘selfless’ contributions,0
,M11,false,0,0,0,1574,2017-03-02 20:21:21 UTC,,0
Scott Taylor,M11,true,1,30,7,12201,2017-03-02 20:21:33 UTC,Judge donates $100,000 to nursing school,0
,M11,false,0,0,0,4091,2017-03-02 20:21:38 UTC,,0
Scott Taylor,M11,true,0,29,14,3216,2017-03-02 20:21:41 UTC,SPOKEO,0
,M11,false,0,0,0,4079,2017-03-02 20:21:46 UTC,,0
Scott Taylor,M11,true,0,25,12,11858,2017-03-02 20:21:58 UTC,Whitepages Premium,0
,M11,false,0,0,0,8810,2017-03-02 20:22:07 UTC,,0
Scott Taylor,M11,false,0,23,4,17460,2017-03-02 20:22:25 UTC,PeopleSmart,0
,L32,false,0,0,0,3259,2017-03-02 20:24:37 UTC,,0
Steven Moore,L32,true,0,303,1,5036,2017-03-02 20:24:43 UTC,PeopleSmart,0
,L32,false,0,0,0,2319,2017-03-02 20:24:45 UTC,,0
Steven Moore,L32,false,1,294,13,15431,2017-03-02 20:25:02 UTC,Judge donates 10 inches of hair for cancer patient wigs,0
,L32,false,0,0,0,2120,2017-03-02 20:25:04 UTC,,0
Steven Moore,L32,false,1,292,11,17823,2017-03-02 20:25:22 UTC,Judge gives GPS to lost elderly motorist driving to Florida,0
,L32,false,0,0,0,1551,2017-03-02 20:25:24 UTC,,0
Steven Moore,L32,false,0,289,16,7321,2017-03-02 20:25:31 UTC,Whitepages Premium,0
,L32,false,0,0,0,1242,2017-03-02 20:25:33 UTC,,0
Steven Moore,L32,false,1,288,9,14180,2017-03-02 20:25:48 UTC,Judge donates 534-acre farm to University Foundation,0
,L32,false,0,0,0,940,2017-03-02 20:25:49 UTC,,0
Steven Moore,L32,false,0,293,2,4334,2017-03-02 20:25:53 UTC,SPOKEO,0
,L32,false,0,0,0,2859,2017-03-02 20:25:56 UTC,,0
Steven Moore,L32,true,2,296,3,14947,2017-03-02 20:26:12 UTC,Judge Moore arrested for DUI on St. Patrick's Day,0
,L32,false,0,0,0,1829,2017-03-02 20:26:14 UTC,,0
